test_query,rank,split,similar_query,similarity_score
Nuts are included in the following query.,5,test,nuts,0.63475317
Chocolate milkshakes that are good for your health.,1,test,Healthy Chocolate Milkshakes,0.88974404
Chocolate milkshakes that are good for your health.,2,train,Healthiest Chocolate Fix,0.49518764
Chocolate milkshakes that are good for your health.,3,train,milk chocolate,0.47100616
Chocolate milkshakes that are good for your health.,4,train,cheese puffs,0.4692095
Chocolate milkshakes that are good for your health.,5,val,Update on Chocolate,0.46238944
Can eating Fruit & Nut Bars lead to weight gain?,1,test,Do Fruit & Nut Bars Cause Weight Gain?,0.95654064
Can eating Fruit & Nut Bars lead to weight gain?,2,val,Nuts Don't Cause Expected Weight Gain,0.62376314
Can eating Fruit & Nut Bars lead to weight gain?,3,train,Does Chocolate Cause Weight Gain?,0.5967028
Can eating Fruit & Nut Bars lead to weight gain?,4,train,Best Dried Fruit For Cholesterol,0.578816
Can eating Fruit & Nut Bars lead to weight gain?,5,train,"Dried Apples, Dates, Figs or Prunes for Cholesterol?",0.5696824
Reducing exposure to alkylphenols through your diet can be achieved by adapting certain strategies.,1,test,How to Reduce Exposure to Alkylphenols Through Your Diet,0.8763728
Reducing exposure to alkylphenols through your diet can be achieved by adapting certain strategies.,2,test,Counteracting the Effects of Dioxins Through Diet,0.6298838
Reducing exposure to alkylphenols through your diet can be achieved by adapting certain strategies.,3,train,alkylphenols,0.6286005
Reducing exposure to alkylphenols through your diet can be achieved by adapting certain strategies.,4,val,Dietary Sources of Alkylphenol Endocrine Disruptors,0.6262994
Reducing exposure to alkylphenols through your diet can be achieved by adapting certain strategies.,5,train,Alkylphenol Endocrine Disruptors and Allergies,0.62459797
Mastitis is a query.,1,test,mastitis,0.8105418
Mastitis is a query.,2,train,mastalgia,0.6891356
Mastitis is a query.,3,val,mastectomy,0.59850854
Mastitis is a query.,4,val,premenstrual syndrome,0.59456336
Mastitis is a query.,5,train,menstruation,0.5196514
Fructose is a type of sugar.,1,test,fructose,0.76613706
Fructose is a type of sugar.,2,train,"If Fructose is Bad, What About Fruit?",0.6350359
Fructose is a type of sugar.,3,train,Sugar vs. Corn Syrup,0.597
Fructose is a type of sugar.,4,train,Flesh and Fructose,0.55565107
Fructose is a type of sugar.,5,train,brown sugar,0.5317565
Distilled fish oil is free of toxins.,1,test,Is Distilled Fish Oil Toxin-Free?,0.844739
Distilled fish oil is free of toxins.,2,train,The Reversal on Fish Oil,0.64150184
Distilled fish oil is free of toxins.,3,train,Is Fish Oil Just Snake Oil?,0.62839425
Distilled fish oil is free of toxins.,4,train,DDT in Fish Oil Supplements,0.62081367
Distilled fish oil is free of toxins.,5,train,Fish Oil in Troubled Waters,0.563851
The importance of cholesterol size: does it matter?,1,test,Does Cholesterol Size Matter?,0.8364174
The importance of cholesterol size: does it matter?,2,train,Avoiding Cholesterol Is a No Brainer,0.7495383
The importance of cholesterol size: does it matter?,3,train,Switching from Beef to Chicken & Fish May Not Lower Cholesterol,0.67904747
The importance of cholesterol size: does it matter?,4,train,New Target Cholesterol,0.6417223
The importance of cholesterol size: does it matter?,5,val,Egg Cholesterol in the Diet,0.63839746
The National Academy of Sciences is being referred to.,1,test,National Academy of Sciences,0.8558016
The National Academy of Sciences is being referred to.,2,train,Union of Concerned Scientists,0.45694992
The National Academy of Sciences is being referred to.,3,train,American College of Cardiology,0.41795227
The National Academy of Sciences is being referred to.,4,train,Academy of Nutrition and Dietetics,0.41619158
The National Academy of Sciences is being referred to.,5,train,Institute of Medicine,0.40998405
"Rickets is a medical condition caused by a deficiency in vitamin D, calcium, or phosphate, resulting in weakened or deformed bones.",1,test,rickets,0.6754575
"Rickets is a medical condition caused by a deficiency in vitamin D, calcium, or phosphate, resulting in weakened or deformed bones.",2,train,Long-Term Vegan Bone Health,0.569744
"Rickets is a medical condition caused by a deficiency in vitamin D, calcium, or phosphate, resulting in weakened or deformed bones.",3,train,Is Protein Bad to the Bone?,0.5585887
"Rickets is a medical condition caused by a deficiency in vitamin D, calcium, or phosphate, resulting in weakened or deformed bones.",4,train,osteoporosis,0.53949356
"Rickets is a medical condition caused by a deficiency in vitamin D, calcium, or phosphate, resulting in weakened or deformed bones.",5,train,bone health,0.5299225
Meat is associated with multiple myeloma.,1,test,Meat & Multiple Myeloma,0.9141542
Meat is associated with multiple myeloma.,2,train,multiple myeloma,0.7814004
Meat is associated with multiple myeloma.,3,train,"Turmeric Curcumin, MGUS, and Multiple Myeloma",0.765797
Meat is associated with multiple myeloma.,4,train,acute myeloid leukemia,0.53051305
Meat is associated with multiple myeloma.,5,train,bovine leukemia virus,0.5006198
Avocados are beneficial for your health.,1,val,Are Avocados Good for You?,0.8953337
Avocados are beneficial for your health.,2,test,Are Avocados Good for You?,0.8953335
Avocados are beneficial for your health.,3,val,Are Avocados Bad for You?,0.888739
Avocados are beneficial for your health.,4,test,avocados,0.8032748
Avocados are beneficial for your health.,5,val,avocado oil,0.66532415
Restricting calorie intake.,1,test,caloric restriction,0.70800316
Restricting calorie intake.,2,test,low-carb diets,0.54415315
Restricting calorie intake.,3,train,overeating,0.51574
Restricting calorie intake.,4,test,Caloric Restriction vs. Plant-Based Diets,0.5133834
Restricting calorie intake.,5,train,Is Caloric Restriction Good For You?,0.50892174
Organotins are a type of chemical compound containing tin.,1,test,organotins,0.58768845
Organotins are a type of chemical compound containing tin.,2,train,tetrodotoxin,0.43573958
Organotins are a type of chemical compound containing tin.,3,train,polycyclic hydrocarbons,0.41901085
Organotins are a type of chemical compound containing tin.,4,val,carboxy-methyl cellulose,0.4056849
Organotins are a type of chemical compound containing tin.,5,train,polycyclic aromatic hydrocarbons,0.39697477
The EPIC Study is being referenced.,1,train,EPIC Study,0.78763527
The EPIC Study is being referenced.,2,test,EPIC Study,0.78763527
The EPIC Study is being referenced.,3,train,Women’s Healthy Eating and Living Study,0.58316416
The EPIC Study is being referenced.,4,train,Thousands of Vegans Studied,0.55941796
The EPIC Study is being referenced.,5,test,NIH-AARP study,0.5284463
The city named Peoria.,1,test,Peoria,0.6743712
The city named Peoria.,2,train,Soy & Breast Cancer,0.29879606
The city named Peoria.,3,train,The Effect of Soy on Precocious Puberty,0.28077376
The city named Peoria.,4,train,Can Eating Soy Prevent Breast Cancer?,0.2653439
The city named Peoria.,5,train,Soy and breast cancer: an update,0.2610838
Beans are being referred to.,1,val,black beans,0.7537998
Beans are being referred to.,2,train,pinto beans,0.7153033
Beans are being referred to.,3,train,lima beans,0.70617986
Beans are being referred to.,4,test,kidney beans,0.6981492
Beans are being referred to.,5,train,green beans,0.6901696
It is possible to increase the population of beneficial bacteria in the colon without using probiotics.,1,test,Boosting Good Bacteria in the Colon Without Probiotics,0.8363842
It is possible to increase the population of beneficial bacteria in the colon without using probiotics.,2,train,Boosting Gut Flora Without Probiotics,0.80724454
It is possible to increase the population of beneficial bacteria in the colon without using probiotics.,3,train,Probiotics and Diarrhea,0.6775926
It is possible to increase the population of beneficial bacteria in the colon without using probiotics.,4,train,What is a good source of probiotics?,0.6034826
It is possible to increase the population of beneficial bacteria in the colon without using probiotics.,5,train,Gut Flora & Obesity,0.60314965
Are vegetarians getting sufficient protein intake?,1,test,Do Vegetarians Get Enough Protein?,0.89259887
Are vegetarians getting sufficient protein intake?,2,val,Plant-Based Diets for Metabolic Syndrome,0.5633795
Are vegetarians getting sufficient protein intake?,3,train,Protein Intake & IGF-1 Production,0.5551746
Are vegetarians getting sufficient protein intake?,4,val,Protein and Heart Disease,0.5202909
Are vegetarians getting sufficient protein intake?,5,train,Metabolic Syndrome and Plant-Based Diets,0.5145246
The findings on lymphoma by EPIC were significant.,1,test,EPIC Findings on Lymphoma,0.83519244
The findings on lymphoma by EPIC were significant.,2,train,Pets & Human Lymphoma,0.5670258
The findings on lymphoma by EPIC were significant.,3,train,lymphoma,0.553571
The findings on lymphoma by EPIC were significant.,4,train,avian leukosis/sarcoma virus,0.5436001
The findings on lymphoma by EPIC were significant.,5,train,bovine leukemia virus,0.5140984
What is tempeh and how is it made?,1,test,tempeh,0.7673601
What is tempeh and how is it made?,2,train,Tofu vs. Tempeh,0.50070935
What is tempeh and how is it made?,3,test,cooking methods,0.43560567
What is tempeh and how is it made?,4,train,microwaving,0.4102456
What is tempeh and how is it made?,5,train,menarche,0.38433015
Prolactin is a hormone.,1,test,prolactin,0.83408743
Prolactin is a hormone.,2,train,adiponectin,0.5809829
Prolactin is a hormone.,3,train,casein,0.44063294
Prolactin is a hormone.,4,test,endocrine disruptors,0.43685216
Prolactin is a hormone.,5,train,hormones,0.4346081
How can the presence of good bacteria in the colon be increased without using probiotics?,1,test,Boosting Good Bacteria in the Colon Without Probiotics,0.88549674
How can the presence of good bacteria in the colon be increased without using probiotics?,2,train,Boosting Gut Flora Without Probiotics,0.8250784
How can the presence of good bacteria in the colon be increased without using probiotics?,3,train,How To Reduce Dietary Antibiotic Intake,0.63456774
How can the presence of good bacteria in the colon be increased without using probiotics?,4,train,Probiotics and Diarrhea,0.62628675
How can the presence of good bacteria in the colon be increased without using probiotics?,5,train,What is a good source of probiotics?,0.6255781
How does olive oil affect artery function?,1,test,Olive Oil and Artery Function,0.85645556
How does olive oil affect artery function?,2,val,Extra Virgin Olive Oil vs. Nuts,0.64787817
How does olive oil affect artery function?,3,train,olive oil,0.63858515
How does olive oil affect artery function?,4,train,PREDIMED: Does Eating Nuts Prevent Strokes?,0.62468815
How does olive oil affect artery function?,5,train,Extra Virgin Olive Oil,0.6221441
Aneurysm is a medical condition.,1,test,aneurysm,0.7311353
Aneurysm is a medical condition.,2,train,aortic aneurysm,0.67437446
Aneurysm is a medical condition.,3,train,abdominal aortic aneurysm,0.64139575
Aneurysm is a medical condition.,4,test,How to Help Prevent Abdominal Aortic Aneurysms,0.49228144
Aneurysm is a medical condition.,5,train,Meningioma,0.4663226
Viral infections are being searched for.,1,test,viral infections,0.6573951
Viral infections are being searched for.,2,train,respiratory infections,0.5126333
Viral infections are being searched for.,3,train,common cold,0.5112877
Viral infections are being searched for.,4,val,Treating Hepatitis C with Chlorella,0.5053861
Viral infections are being searched for.,5,train,Handling Poultry Tied to Liver/Pancreatic Cancers,0.49114236
The NIH-AARP study is a research project conducted by the National Institutes of Health in collaboration with the American Association of Retired Persons.,1,test,NIH-AARP study,0.8319677
The NIH-AARP study is a research project conducted by the National Institutes of Health in collaboration with the American Association of Retired Persons.,2,train,One in a Thousand: Ending the Heart Disease Epidemic,0.5324753
The NIH-AARP study is a research project conducted by the National Institutes of Health in collaboration with the American Association of Retired Persons.,3,train,Women’s Healthy Eating and Living Study,0.5246726
The NIH-AARP study is a research project conducted by the National Institutes of Health in collaboration with the American Association of Retired Persons.,4,test,Iowa Women’s Health Study,0.50234747
The NIH-AARP study is a research project conducted by the National Institutes of Health in collaboration with the American Association of Retired Persons.,5,train,What about the INTERHEART study on heart attack risk factors?,0.4901833
Fenugreek seeds have advantages or positive effects.,1,test,Benefits of Fenugreek Seeds,0.8025491
